REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,COLECTIVAS,TOTAL_PERS,HOMBRES,MUJERES,DENSIDAD,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_AD,SHAPE_Leng,SHAPE_Area
15,151,15101,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,72639,72414,225,221364,109389,111975,46.2,97.7,48.9,32.7,16.2,385226.621813,5362875730.04
15,151,15102,REGIÓN DE ARICA Y PARINACOTA,ARICA,CAMARONES,948,927,21,1255,726,529,0.3,137.2,46.8,22.7,24.1,415486.324962,4424111594.23
15,152,15201,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,PUTRE,1917,1875,42,2765,2054,711,0.5,288.9,21.3,11.0,10.3,436546.355816,6578891019.49
15,152,15202,REGIÓN DE ARICA Y PARINACOTA,PARINACOTA,GENERAL LAGOS,697,686,11,684,412,272,0.3,151.5,41.9,21.4,20.5,258714.907928,2504779645.75
1,11,1101,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,66986,66725,261,191468,94897,96571,83.7,98.3,43.8,30.5,13.3,439871.45709,2636780103.4
1,11,1107,REGIÓN DE TARAPACÁ,IQUIQUE,ALTO HOSPICIO,33178,33162,16,108375,54206,54169,188.9,100.1,48.3,42.0,6.3,109555.1237,655223786.153
1,14,1401,REGIÓN DE TARAPACÁ,TAMARUGAL,POZO ALMONTE,8926,8884,42,15711,8987,6724,1.1,133.7,43.3,33.0,10.3,770446.294707,15843650931.3
1,14,1402,REGIÓN DE TARAPACÁ,TAMARUGAL,CAMIÑA,1092,1088,4,1250,657,593,0.6,110.8,60.5,35.3,25.2,242555.638889,2486391361.93
1,14,1403,REGIÓN DE TARAPACÁ,TAMARUGAL,COLCHANE,2030,2025,5,1728,995,733,0.4,135.7,36.4,19.9,16.5,353257.698338,4528236010.91
1,14,1404,REGIÓN DE TARAPACÁ,TAMARUGAL,HUARA,2871,2863,8,2730,1501,1229,0.3,122.1,58.5,36.1,22.5,708182.803682,11867326723.0
1,14,1405,REGIÓN DE TARAPACÁ,TAMARUGAL,PICA,2726,2703,23,9296,6550,2746,1.0,238.5,25.1,15.7,9.5,691138.319064,10298034748.5
2,21,2101,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,112451,112275,176,361873,181846,180027,11.8,101.0,40.8,29.7,11.1,1236881.75319,37127444662.3
2,21,2102,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,MEJILLONES,4216,3976,240,13467,8035,5432,3.8,147.9,33.7,26.2,7.5,383072.075508,4230302436.49
2,21,2103,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,SIERRA GORDA,570,527,43,10186,8662,1524,0.8,568.4,4.6,3.3,1.3,583905.195125,15344048415.000002
2,21,2104,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,TALTAL,4593,4548,45,13317,7481,5836,0.7,128.2,43.6,30.5,13.1,859635.693452,25089241903.000004
2,22,2201,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,57307,56963,344,165731,86049,79682,10.6,108.0,40.8,31.4,9.4,703500.091208,18278099851.3
2,22,2202,REGIÓN DE ANTOFAGASTA,EL LOA,OLLAGÜE,439,427,12,321,207,114,0.1,181.6,34.3,24.3,10.0,308997.730257,3388897012.93
2,22,2203,REGIÓN DE ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,4144,3972,172,10996,6161,4835,0.5,127.4,29.5,21.2,8.3,785747.280721,28098847866.300003
2,23,2301,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,10670,10620,50,25186,12481,12705,6.2,98.2,52.8,36.6,16.2,432838.428649,4714545309.58
2,23,2302,REGIÓN DE ANTOFAGASTA,TOCOPILLA,MARÍA ELENA,1959,1865,94,6457,4092,2365,0.5,173.0,25.2,19.4,5.8,637254.833851,14561258607.8
3,31,3101,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,55565,55453,112,153937,76627,77310,8.7,99.1,46.8,33.8,13.0,1392631.04596,22623871505.2
3,31,3102,REGIÓN DE ATACAMA,COPIAPÓ,CALDERA,15651,15612,39,17662,9094,8568,4.8,106.1,48.6,33.7,14.9,555113.071358,4667094789.55
3,31,3103,REGIÓN DE ATACAMA,COPIAPÓ,TIERRA AMARILLA,4745,4705,40,14019,7796,6223,1.2,125.3,43.1,32.2,10.9,749082.453307,14462008001.3
3,32,3201,REGIÓN DE ATACAMA,CHAÑARAL,CHAÑARAL,6153,6122,31,12219,6270,5949,2.1,105.4,54.2,37.2,17.0,501721.078087,7222324856.8
3,32,3202,REGIÓN DE ATACAMA,CHAÑARAL,DIEGO DE ALMAGRO,6914,6812,102,13925,7486,6439,0.7,116.3,44.3,33.9,10.4,938016.51663,23699974502.499996
3,33,3301,REGIÓN DE ATACAMA,HUASCO,VALLENAR,19402,19339,63,51917,25422,26495,7.2,96.0,54.1,35.2,18.9,712645.75652,9410173103.71
3,33,3302,REGIÓN DE ATACAMA,HUASCO,ALTO DEL CARMEN,2927,2903,24,5299,2925,2374,0.9,123.2,55.4,30.0,25.4,527155.309164,8078731142.520001
3,33,3303,REGIÓN DE ATACAMA,HUASCO,FREIRINA,3511,3498,13,7041,3557,3484,2.2,102.1,55.7,35.9,19.7,490348.224644,4212751840.48
3,33,3304,REGIÓN DE ATACAMA,HUASCO,HUASCO,6226,6201,25,10149,5243,4906,6.3,106.9,51.7,33.6,18.1,358767.282952,2071849107.05
4,41,4101,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,87464,87267,197,221054,105836,115218,116.3,91.9,47.5,31.3,16.2,306997.850496,2532762459.13
4,41,4102,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,89499,89339,160,227730,109872,117858,159.8,93.2,49.2,33.4,15.8,325049.69973,1915023875.32
4,41,4103,REGIÓN DE COQUIMBO,ELQUI,ANDACOLLO,4506,4491,15,11044,5519,5525,21.5,99.9,55.8,34.6,21.2,150059.636966,692011216.393
4,41,4104,REGIÓN DE COQUIMBO,ELQUI,LA HIGUERA,2660,2643,17,4241,2236,2005,1.0,111.5,56.3,35.4,20.9,531925.626243,5499324395.54
4,41,4105,REGIÓN DE COQUIMBO,ELQUI,PAIGUANO,2373,2348,25,4497,2240,2257,3.0,99.2,49.9,28.1,21.8,241573.387058,2035479422.65
4,41,4106,REGIÓN DE COQUIMBO,ELQUI,VICUÑA,10779,10733,46,27771,13792,13979,3.7,98.7,52.0,33.2,18.8,684220.659773,10121549266.9
4,42,4201,REGIÓN DE COQUIMBO,CHOAPA,ILLAPEL,12320,12285,35,30848,14739,16109,11.7,91.5,56.0,34.2,21.8,418774.861986,3629461985.2399993
4,42,4202,REGIÓN DE COQUIMBO,CHOAPA,CANELA,5278,5270,8,9093,4632,4461,4.1,103.8,62.0,29.6,32.4,354071.937219,3023150714.8200006
4,42,4203,REGIÓN DE COQUIMBO,CHOAPA,LOS VILOS,13288,13237,51,21382,11061,10321,11.5,107.2,51.5,31.7,19.7,339525.338492,2590511814.08
4,42,4204,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,10697,10612,85,29347,15712,13635,8.5,115.2,47.4,28.9,18.5,437599.433544,4794187013.53
4,43,4301,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,42095,42039,56,111272,53619,57653,31.3,93.0,52.4,34.1,18.3,561741.851331,4812124884.65
4,43,4302,REGIÓN DE COQUIMBO,LIMARÍ,COMBARBALÁ,6999,6980,19,13322,6656,6666,5.8,99.8,59.3,29.2,30.1,328965.482852,3144702788.17
4,43,4303,REGIÓN DE COQUIMBO,LIMARÍ,MONTE PATRIA,13074,13043,31,30751,15270,15481,7.3,98.6,55.0,34.5,20.5,442605.583509,5731217023.19
4,43,4304,REGIÓN DE COQUIMBO,LIMARÍ,PUNITAQUI,4812,4806,6,10956,5452,5504,10.0,99.1,60.3,36.4,23.9,268506.199801,1489514351.26
4,43,4305,REGIÓN DE COQUIMBO,LIMARÍ,RÍO HURTADO,2764,2751,13,4278,2138,2140,1.9,99.9,59.6,28.1,31.4,362741.379606,2976173995.2799997
5,51,5101,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,117196,116835,361,296655,144945,151710,935.3,95.5,45.2,25.8,19.4,167384.230673,452071490.643
5,51,5102,REGIÓN DE VALPARAÍSO,VALPARAÍSO,CASABLANCA,11606,11588,18,26867,13346,13521,28.1,98.7,47.5,29.6,17.9,243996.512017,1370067308.03
5,51,5103,REGIÓN DE VALPARAÍSO,VALPARAÍSO,CONCÓN,20290,20266,24,42152,20321,21831,549.9,93.1,45.1,28.2,16.8,57332.8184268,109192602.14000002
5,51,5104,REGIÓN DE VALPARAÍSO,VALPARAÍSO,JUAN FERNÁNDEZ,445,438,7,926,499,427,8.7,116.9,41.4,29.2,12.2,142974.465163,150532370.108
5,51,5105,REGIÓN DE VALPARAÍSO,VALPARAÍSO,PUCHUNCAVÍ,17451,17436,15,18546,9358,9188,61.7,101.9,52.2,30.3,21.9,123980.405362,425977614.86600006
5,51,5107,REGIÓN DE VALPARAÍSO,VALPARAÍSO,QUINTERO,17442,17417,25,31923,15834,16089,218.4,98.4,51.7,31.5,20.2,91870.5137128,207524809.422
5,51,5109,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,147117,146844,273,334248,158669,175579,2772.2,90.4,45.7,24.1,21.6,72706.6268306,172001380.167
5,52,5201,REGIÓN DE VALPARAÍSO,ISLA DE PASCUA,ISLA DE PASCUA,3136,3022,114,7750,3819,3931,31.5,97.2,37.6,29.1,8.4,87393.7212851,207903357.637
5,53,5301,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,23661,23581,80,66708,33289,33419,54.1,99.6,46.9,29.2,17.7,271270.831536,1757398388.89
5,53,5302,REGIÓN DE VALPARAÍSO,LOS ANDES,CALLE LARGA,5488,5484,4,14832,7328,7504,46.0,97.7,51.5,34.3,17.2,119394.596809,458933999.075
5,53,5303,REGIÓN DE VALPARAÍSO,LOS ANDES,RINCONADA,3634,3622,12,10207,5134,5073,82.9,101.2,51.7,35.1,16.6,69098.9261025,175026759.592
5,53,5304,REGIÓN DE VALPARAÍSO,LOS ANDES,SAN ESTEBAN,7323,7317,6,18855,9303,9552,13.7,97.4,50.9,32.9,18.0,220295.878694,1946417524.9699998
5,54,5401,REGIÓN DE VALPARAÍSO,PETORCA,LA LIGUA,17309,17285,24,35390,17340,18050,30.4,96.1,51.0,30.5,20.5,253834.59679,1636332009.75
5,54,5402,REGIÓN DE VALPARAÍSO,PETORCA,CABILDO,7064,7052,12,19388,9467,9921,13.3,95.4,52.8,33.7,19.1,298882.757036,2049622739.96
5,54,5403,REGIÓN DE VALPARAÍSO,PETORCA,PAPUDO,5823,5814,9,6356,3341,3015,38.1,110.8,42.4,24.8,17.6,82471.29159740002,234596116.741
5,54,5404,REGIÓN DE VALPARAÍSO,PETORCA,PETORCA,4446,4435,11,9826,4889,4937,6.5,99.0,51.7,29.1,22.6,256687.215877,2123642732.51
5,54,5405,REGIÓN DE VALPARAÍSO,PETORCA,ZAPALLAR,6961,6954,7,7339,3704,3635,25.4,101.9,48.8,27.0,21.8,115527.976459,408040671.804
5,55,5501,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,33118,33068,50,90517,43537,46980,300.2,92.7,49.9,30.0,19.8,105623.430969,428803372.775
5,55,5502,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,18106,18093,13,50554,24462,26092,852.4,93.8,50.7,31.0,19.7,66716.0714516,84013059.8253
5,55,5503,REGIÓN DE VALPARAÍSO,QUILLOTA,HIJUELAS,6596,6589,7,17988,9037,8951,66.9,101.0,48.1,30.6,17.5,107612.961592,382230816.1499999
5,55,5504,REGIÓN DE VALPARAÍSO,QUILLOTA,LA CRUZ,8064,8061,3,22098,10656,11442,282.8,93.1,49.7,34.2,15.4,57173.0939518,111108703.44
5,55,5506,REGIÓN DE VALPARAÍSO,QUILLOTA,NOGALES,7690,7681,9,22120,10799,11321,54.6,95.4,52.2,32.0,20.1,122642.423882,573579478.092
5,56,5601,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,32493,32410,83,91350,44713,46637,229.2,95.9,49.6,30.6,19.0,148715.271527,576533853.268
5,56,5602,REGIÓN DE VALPARAÍSO,SAN ANTONIO,ALGARROBO,19956,19944,12,13817,6734,7083,78.7,95.1,58.4,27.8,30.6,87074.7894242,252180955.712
5,56,5603,REGIÓN DE VALPARAÍSO,SAN ANTONIO,CARTAGENA,15778,15758,20,22738,11265,11473,93.0,98.2,58.4,32.0,26.4,109229.131585,352543422.104
5,56,5604,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL QUISCO,18312,18260,52,15955,7826,8129,315.0,96.3,63.6,29.3,34.3,50235.9748656,72809580.029
5,56,5605,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL TABO,20596,20568,28,13286,6682,6604,134.2,101.2,61.3,27.8,33.5,72091.6562439,142687726.8
5,56,5606,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SANTO DOMINGO,7828,7820,8,10900,5428,5472,20.5,99.2,51.1,30.9,20.2,145674.803349,771919877.2349999
5,57,5701,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,27708,27672,36,76844,37219,39625,411.2,93.9,49.3,31.9,17.4,113645.973351,264713669.643
5,57,5702,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,CATEMU,5171,5164,7,13998,6982,7016,38.8,99.5,52.0,31.8,20.2,111602.032774,511378437.558
5,57,5703,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,LLAILLAY,8927,8913,14,24608,12216,12392,70.5,98.6,51.1,32.5,18.6,116252.44637,496434423.747
5,57,5704,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,PANQUEHUE,2514,2509,5,7273,3677,3596,60.1,102.3,49.7,32.3,17.5,66678.99866510002,171872797.181
5,57,5705,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,PUTAENDO,6337,6312,25,16754,8358,8396,11.5,99.5,53.2,30.4,22.8,265557.48015,2045289012.7099998
5,57,5706,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SANTA MARÍA,5587,5584,3,15241,7586,7655,92.0,99.1,49.7,31.0,18.6,90401.8355752,234560072.445
5,58,5801,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,56851,56819,32,151708,71746,79962,283.0,89.7,49.4,27.5,21.9,191961.050036,766337794.496
5,58,5802,REGIÓN DE VALPARAÍSO,MARGA MARGA,LIMACHE,16710,16683,27,46121,22353,23768,156.2,94.0,52.2,30.9,21.3,140932.54337,421179751.917
5,58,5803,REGIÓN DE VALPARAÍSO,MARGA MARGA,OLMUÉ,9090,9085,5,17516,8597,8919,75.7,96.4,53.6,29.3,24.3,83271.9293983,329842005.129
5,58,5804,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,44982,44937,45,126548,59756,66792,1318.0,89.5,49.3,29.8,19.5,60159.7378845,136992830.87
13,131,13101,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,193628,193263,365,404495,206678,197817,17485.2,104.5,24.4,15.2,9.2,28964.1735845,33366985.7659
13,131,13102,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,24547,24531,16,80832,39631,41201,4818.8,96.2,47.0,29.5,17.5,25050.8821697,24197898.466
13,131,13103,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,38020,38016,4,132622,65438,67184,11949.6,97.4,47.4,29.2,18.2,19750.0827819,16101300.8765
13,131,13104,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,37759,37735,24,126955,61877,65078,11427.9,95.1,47.8,27.5,20.3,16776.2039902,15905958.982
13,131,13105,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,EL BOSQUE,47941,47892,49,162505,79372,83133,11344.6,95.5,48.2,30.1,18.1,18499.7131897,20556193.0057
13,131,13106,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,52486,52413,73,147041,73458,73583,10244.4,99.8,39.2,22.7,16.5,22529.2923239,20762011.6088
13,131,13107,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,HUECHURABA,28945,28939,6,98671,48122,50549,2197.5,95.2,48.9,34.7,14.2,38454.1463416,64682843.301
13,131,13108,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,36666,36612,54,100281,49186,51095,13627.2,96.3,38.4,23.2,15.2,13645.1572235,10657655.6463
13,131,13109,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA CISTERNA,31480,31421,59,90119,43147,46972,9030.7,91.9,47.4,26.2,21.2,15270.0703889,14552391.0074
13,131,13110,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,120035,119960,75,366916,175693,191223,5180.7,91.9,45.3,26.6,18.6,58877.6196739,102326496.45799999
13,131,13111,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA GRANJA,34423,34403,20,116571,57025,59546,11553.6,95.8,45.5,28.2,17.4,16953.2650997,14638990.9861
13,131,13112,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,50042,50012,30,177335,87044,90291,5823.6,96.4,48.5,34.9,13.6,31888.3680799,44102900.2793
13,131,13113,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA REINA,29801,29732,69,92787,43599,49188,3958.8,88.6,48.7,26.5,22.2,28281.8269195,33685680.5009
13,131,13114,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,118007,117901,106,294838,135917,158921,2977.0,85.5,44.7,22.1,22.6,61357.3484094,142733761.151
13,131,13115,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,31225,31195,30,105833,50500,55333,103.4,91.3,44.6,33.6,11.0,177255.593894,1469094240.93
13,131,13116,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,26774,26762,12,98804,49146,49658,11986.6,99.0,45.8,28.7,17.1,13747.2052386,11704346.9658
13,131,13117,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO PRADO,29526,29516,10,96249,46799,49450,14672.9,94.6,48.7,27.0,21.6,12768.2584207,9445860.49875
13,131,13118,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,43121,43085,36,116534,55161,61373,9074.2,89.9,45.8,24.4,21.4,18281.4248054,18520195.4395
13,131,13119,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,161354,161301,53,521627,250792,270835,3788.7,92.6,40.3,27.1,13.2,73181.78729570002,198389205.115
13,131,13120,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,92248,92121,127,208237,95409,112828,12353.0,84.6,41.8,21.1,20.7,21168.7374639,24312289.9678
13,131,13121,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,29906,29890,16,101174,49513,51661,11553.8,95.8,47.2,26.3,20.9,15593.0083732,12650067.139299998
13,131,13122,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEÑALOLÉN,70394,70376,18,241599,116882,124717,4506.9,93.7,44.2,29.3,14.9,43484.8729598,77268398.3348
13,131,13123,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,70965,70738,227,142079,65710,76369,9873.1,86.0,39.2,17.4,21.8,19164.5569859,20543805.6185
13,131,13124,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,68940,68918,22,230293,112412,117881,1167.5,95.4,41.5,29.5,12.0,85102.01883830002,283968135.498
13,131,13125,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,62470,62461,9,210410,103456,106954,3670.7,96.7,39.3,31.7,7.6,41289.8443716,82393986.6449
13,131,13126,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,38989,38951,38,110026,53669,56357,9311.9,95.2,43.9,25.2,18.7,20954.3840224,16872413.2784
13,131,13127,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,50178,50113,65,157851,77709,80142,10000.2,97.0,44.0,26.0,18.1,22059.8162218,22677272.6587
13,131,13128,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,43174,43165,9,147151,72681,74470,6194.4,97.6,46.8,32.1,14.7,34207.3140983,34035034.2104
13,131,13129,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,30096,30071,25,94492,45831,48661,9504.2,94.2,47.1,25.3,21.8,16866.6671034,14196855.116100002
13,131,13130,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,42947,42893,54,107954,50738,57216,11229.8,88.7,41.6,23.5,18.1,16018.4566352,14038301.520700002
13,131,13131,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,23855,23843,12,82900,40873,42027,13207.6,97.3,50.8,28.8,22.0,14023.8274374,8935112.55011
13,131,13132,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,31777,31745,32,85384,38402,46982,3003.8,81.7,56.4,28.8,27.5,30663.7992322,40948101.7143
